,Start time,End time,Cut idx,Scene idx,Annotation RJH->KWJ->KTL,,,,,,,,,,,,,,,,,,,,
,,,,,He places the wrench next to the legs,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
264,0:08:46,0:08:48,CHANGE,CHANGE,Scene change,,,,,,,,,,,,,,,,,,,,
,,,,,AAA is passionately explaining something to a short and stout officer inside the art museum The telephone bell sound is ringing as background noise BBB sneaks into the scene and watches AAA explaining to the officer,,,,,,,,,,,,,,,,,,,,
,,,,,mrbean is in the gallery talking to the security officer who was seen sleeping a lot May be he is explaining about the alarm,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
265,0:08:48,0:08:50,16,5,The alarm is ringing inside the gallery where mrbean and the old security guard are talking in front of the Venus art piece The shady guy is looking at them behind the wall laughing evil,,,,,,,,,,,,,,,,,,,,
,,,,,BBB looks at the two men and laugh briefly Then he looks back,,,,,,,,,,,,,,,,,,,,
,,,,,The man from the blue car lurks around,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
266,0:08:50,0:08:52,16,5,One short police officer runs hurriedly inside the gallery where mrbean is explaining something to the security guard,,,,,,,,,,,,,,,,,,,,
,,,,,BBB becomes surprised and escapes the place quickly An officer appears and runs toward AAA and the short and stout officer,,,,,,,,,,,,,,,,,,,,
,,,,,The man disappears somewhere as he sees another officer coming,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
267,0:08:52,0:08:54,16,5,The other tall police officer also runs inside the gallery,,,,,,,,,,,,,,,,,,,,
,,,,,Another officer appears and runs towards AAA The officer who just arrived says something that sounds like follow me tell me what is going on,,,,,,,,,,,,,,,,,,,,
,,,,,The third officer comes to where mrbean is,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
268,0:08:54,0:08:56,16,5,mrbean is explaining something to the security guard and two police officers in front of the artwork of Venus The schoolgirls come to enter the gallery and also the shady guy comes behind the wall to see the situation inside the gallery,,,,,,,,,,,,,,,,,,,,
,,,,,A group of girls and BBB appear near the entrance,,,,,,,,,,,,,,,,,,,,
,,,,,mrbean is explaining to the officers,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
269,0:08:56,0:08:58,16,5,One of the schoolgirls looks aside to the creepy looking shady guy checking inside the gallery behind the wall,,,,,,,,,,,,,,,,,,,,
,,,,,BBB touches his beard and smiles wickedly One of the girls looks at him smiling so Then AAA with three officers,,,,,,,,,,,,,,,,,,,,
,,,,,schoolgirls come and the man from the blue car seems to be thinking about an idea,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
270,0:08:58,0:09:00,16,5,mrbean takes out a photo from his jacket and shows it to the security guard and two police officers It is probably the evidence of the shady guy theft,,,,,,,,,,,,,,,,,,,,
,,,,,AAA takes a piece of paper out from his jacket and shows it to the officers in an angry face,,,,,,,,,,,,,,,,,,,,
,,,,,mrbean shows the picture he took earlier to the officers,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
271,0:09:00,0:09:02,16,5,The picture mrbean has taken out is a picture of the whole art museum outside One of the police officers starts to laugh,,,,,,,,,,,,,,,,,,,,
,,,,,What AAA is showing to the officers is a photo of the museum taken right in front of the building This is the picture AAA took outside the museum The officers chuckle after they see the picture,,,,,,,,,,,,,,,,,,,,
,,,,,It is the picture he took in front of the museum before he entered,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
272,0:09:02,0:09:04,16,5,The police officer was laughing so mrbean looks at the picture again and shakes his head He probably took out a wrong picture by accident,,,,,,,,,,,,,,,,,,,,
,,,,,AAA stops showing the picture to the officers and looks at it himself He shakes his head,,,,,,,,,,,,,,,,,,,,
,,,,,The officers laugh,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
273,0:09:04,0:09:06,16,5,mrbean is shaking head implying he didn't mean to take that picture out and puts back inside his jacket reaching for another picture,,,,,,,,,,,,,,,,,,,,
,,,,,He puts the picture back in searches his jacket pocket takes out a different photo and shows it to the officers again,,,,,,,,,,,,,,,,,,,,
,,,,,mrbean shakes his head and takes out another picture from his pocket,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
274,0:09:06,0:09:08,16,5,mrbean takes out another picture and shows it to the security guard and two officers The picture captured the shady guy holding the artwork of sunflowers to steal it,,,,,,,,,,,,,,,,,,,,
,,,,,He points at the picture as he shows it to the officers This time the picture is of BBB stealing the flower painting of the art museum,,,,,,,,,,,,,,,,,,,,
,,,,,He shows the picture that captured the man from the blue car stealing the flower painting to the police,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
275,0:09:08,0:09:10,16,5,mrbean points at the shady guy in the picture with his finger repeatedly while they are watching He is telling them that the shady guy is the thief,,,,,,,,,,,,,,,,,,,,
,,,,,AAA exclaims he is a crook he is a crook to the officers The officers become startled a little and AAA takes the picture away again,,,,,,,,,,,,,,,,,,,,
,,,,,He shows the picture that captured the man from the blue car stealing the flower painting to the police,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
276,0:09:10,0:09:12,16,5,The old security guard starts to laugh so mrbean is confused The schoolgirls are now behind the old security guard looking curious This is probably related the scene where the museum custodian took off the sunflower artwork and mrbean did not see that,,,,,,,,,,,,,,,,,,,,
,,,,,The schoolgirls quietly sneak over near the officers back One officer with white hair starts laughing He seems to be the oldest officer AAA turns around and looks at him with a frown on his face,,,,,,,,,,,,,,,,,,,,
,,,,,schoolgirls walk up to them,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
277,0:09:12,0:09:14,16,5,The old security guard is laughing and walks to the other side of the gallery He wants to show them something,,,,,,,,,,,,,,,,,,,,
,,,,,The white hair officer starts to walk forward and says You got it all wrong to AAA,,,,,,,,,,,,,,,,,,,,
,,,,,One officer laughs and tells mrbean to come along with him,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
278,0:09:14,0:09:16,16,5,The old security guard opens the private door while mrbean and two police officers are watching There is an artwork on an easel but it has a lot of foam on it,,,,,,,,,,,,,,,,,,,,
,,,,,The white hair officer walks toward a door that says private on it and opens it Inside there is a painting covered in bubble foam on a canvas stand The other two officers and AAA look at it,,,,,,,,,,,,,,,,,,,,
,,,,,In the private room the flower painting is seen with white foam on it,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
279,0:09:16,0:09:18,16,5,There is a lot of foam on the artwork and the museum custodian appears with a brush putting it on the picture So this guy is a custodian taking care of the pictures That is why he was wearing an apron,,,,,,,,,,,,,,,,,,,,
,,,,,the white hair officer says look to AAA Then a man with glasses the guy who previously turned off the laser detectors with a remote goes near the painting and starts to scrub the painting with a big brush,,,,,,,,,,,,,,,,,,,,
,,,,,The man with glasses is washing or polishing the painting,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
280,0:09:18,0:09:20,16,5,The museum custodian rubs the picture really hard Is this what was happening inside the private rooms in the museum,,,,,,,,,,,,,,,,,,,,
,,,,,The man with the glasses scrubs the painting up and down with the brush rapidly Then he stops,,,,,,,,,,,,,,,,,,,,
,,,,,The man with glasses is washing or polishing the painting,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
281,0:09:20,0:09:22,16,5,The museum custodian steps a bit back from the picture holding a bucket of water mrbean old security guard and two police officers are watching it,,,,,,,,,,,,,,,,,,,,
,,,,,The man with the glasses steps back away from the painting and holds a bucket of water while AAA and the three officers watch what is happening,,,,,,,,,,,,,,,,,,,,
,,,,,The man with glasses is washing or polishing the painting,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
282,0:09:22,0:09:24,16,5,The museum custodian throws a bucket of water on the painting on the easel Everyone except the custodian looks a bit surprised with this action,,,,,,,,,,,,,,,,,,,,
,,,,,The man with the glasses splashes water on the painting while the three officers and AAA watch AAA eyes widen up,,,,,,,,,,,,,,,,,,,,
,,,,,He throws some water at the painting,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
283,0:09:24,0:09:26,16,5,The foam on the artwork washes down and the sunflower picture appears on it The museum custodian presents it proudly So he took this away before to wash it,,,,,,,,,,,,,,,,,,,,
,,,,,The man with the glasses exclaims here look and stretches his two arms out The flower painting is revealed,,,,,,,,,,,,,,,,,,,,
,,,,,The painting is clean now,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
284,0:09:26,0:09:28,17,2,The teacher looks a bit displeased while the schoolgirls are being a bit loud inside the gallery She starts to walk towards the schoolgirls,,,,,,,,,,,,,,,,,,,,
,,,,,Scene change The teacher of the schoolgirls looks to her left She shakes her head and puts her hands on her waist She walks forward,,,,,,,,,,,,,,,,,,,,
,,,,,A lady shakes her head at the noise of the schoolgirls she is their teacher,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
285,0:09:28,0:09:30,17,2,The schoolgirls are gathered in front of the male nude figure they turn around when the teacher approached them,,,,,,,,,,,,,,,,,,,,
,,,,,The girls are crowded in front of the naked statue with the ball The teacher walks towards them and the girls turn around and see her,,,,,,,,,,,,,,,,,,,,
,,,,,She goes to the girls and tells them to come with her,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
286,0:09:30,0:09:32,17,2,The teacher leads the schoolgirls to the other way Maybe she thinks it is inappropriate for the girls,,,,,,,,,,,,,,,,,,,,
,,,,,The teacher says Come on girls and leads them away from the statue,,,,,,,,,,,,,,,,,,,,
,,,,,She goes to the girls and tells them to come with her,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
287,0:09:32,0:09:34,17,2,mrbean appears from behind the male nude figure wiping the sweat off his face He sighs with relief,,,,,,,,,,,,,,,,,,,,
,,,,,After the girls leave AAA peeks out from behind the statue and watches them leave He then lets out a loud sigh of relief and gestures a movement of wiping sweat from his forehead,,,,,,,,,,,,,,,,,,,,
,,,,,When the girls left mrbean is shown hiding behind the sculpture,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
288,0:09:34,0:09:36,17,2,mrbean reaches for his handkerchief on the male nude figure but notices something and starts to hide again,,,,,,,,,,,,,,,,,,,,
,,,,,He stands up and fixes his eyes on the handkerchief that is covering the statue genitals But just as he was reaching out for the handkerchief he sees something ahead and lets out a gasp in shock and fear He becomes shocked frightened and terrified He quickly sits down hiding himself behind the statue still peeking his head out to see the situation ahead of him,,,,,,,,,,,,,,,,,,,,
,,,,,He hides again as he sees something,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
289,0:09:36,0:09:38,17,2,Shady guy enters the gallery with a huge briefcase looking around inside the gallery He is here to steal the artwork,,,,,,,,,,,,,,,,,,,,
,,,,,AAA watches BBB sneaking up in front of the flower painting with a huge black suitcase BBB secretly and carefully inspects the area around him BBB is acting quite suspicious,,,,,,,,,,,,,,,,,,,,
,,,,,He sees the man from the blue car carrying a suitcase and lurking around,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
290,0:09:38,0:09:40,17,2,Shady guy continues to look around inside gallery carefully standing in front of the artwork of sunflower,,,,,,,,,,,,,,,,,,,,
,,,,,BBB then gets closer to the painting and looks back again AAA completely hides himself behind the statue,,,,,,,,,,,,,,,,,,,,
,,,,,He sees the man from the blue car carrying a suitcase and lurking around,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
291,0:09:40,0:09:42,17,2,mrbean is watching the shady guy with his eyes wide open He is witnessing a crime right now,,,,,,,,,,,,,,,,,,,,
,,,,,BBB faces the statue AAA watches him,,,,,,,,,,,,,,,,,,,,
,,,,,He sees the man from the blue car carrying a suitcase and lurking around,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
292,0:09:42,0:09:44,17,2,mrbean is looking at the shady guy suspiciously The shady guy turns around with the briefcase,,,,,,,,,,,,,,,,,,,,
,,,,,AAA watches BBB with caution and suspicion BBB who was looking at the flower painting quickly turns around and opens the suitcase wide on the floor,,,,,,,,,,,,,,,,,,,,
,,,,,The man opens his suitcase on the floor,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
293,0:09:44,0:09:46,17,2,Shady guy puts the briefcase on the floor and opens it while laughing evil as usual,,,,,,,,,,,,,,,,,,,,
,,,,,BBB cracks up for a brief moment then gets up as he turns around toward the painting,,,,,,,,,,,,,,,,,,,,
,,,,,The man opens his suitcase on the floor and he prepares to take the painting,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
294,0:09:46,0:09:48,17,2,Shady guy looks at the artwork on the wall being excited He suddenly notices the laser line under the artwork,,,,,,,,,,,,,,,,,,,,
,,,,,He looks at the painting with an evil smile and rubs his hands together It is like he is getting prepared for the big moment he has been waiting for He then suddenly notices the laser detectors and becomes surprised I think he is surprised because he almost touched the lasers,,,,,,,,,,,,,,,,,,,,
,,,,,The man notices the laser beam,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
295,0:09:48,0:09:50,17,2,Shady guy reaches for the artwork of sunflowers while being careful not to touch the laser line mrbean is completely taken aback looking at this,,,,,,,,,,,,,,,,,,,,
,,,,,BBB stretches his arms out and seize the painting in his two hands AAA sees all of this and gasps out loudly,,,,,,,,,,,,,,,,,,,,
,,,,,The man somehow manages to reach the painting without causing the alarm to go off mrbean is surprised to witness it,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
296,0:09:50,0:09:52,17,2,mrbean quickly takes out his camera,,,,,,,,,,,,,,,,,,,,
,,,,,AAA takes his camera out and takes a picture of BBB stealing the painting,,,,,,,,,,,,,,,,,,,,
,,,,,mrbean takes his camera and is going to take a picture of the man,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
297,0:09:52,0:09:54,17,2,mrbean takes a picture with flash The shady guy turns around and accidentally activates the alarm by touching the laser line,,,,,,,,,,,,,,,,,,,,
,,,,,BBB hears senses AAA camera flash and looks towards AAA He suspects something so he lets go of the painting and turns around quickly but accidentally triggers the laser detectors As a result the bell rings in the museum,,,,,,,,,,,,,,,,,,,,
,,,,,The man notice the flashes and he lost his posture and causes the alarm to go off,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
298,0:09:54,0:09:56,17,2,The shady guy decides quickly to give up stealing and grabs his briefcase on the floor,,,,,,,,,,,,,,,,,,,,
,,,,,BBB mutters something as if complaining and clenches his fist He bends his body and picks up his suitcase AAA is blowing at his picture,,,,,,,,,,,,,,,,,,,,
,,,,,The man gives up about stealing the flower painting,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
299,0:09:56,0:09:58,17,2,mrbean blows air on the picture and waves it to make it dry He did not see that the shady guy left without stealing the artwork,,,,,,,,,,,,,,,,,,,,
,,,,,BBB leaves with his suitcase and AAA still behind the statue starts to flip the picture up and down like a fan,,,,,,,,,,,,,,,,,,,,
,,,,,mrbean waits for the picture to get developed,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
300,0:09:58,0:10:00,17,2,mrbean is looking at the picture that has not started yet to show its figure So now I understand why he thinks the shady guy stole the sunflower artwork It is because the custodian took away the picture while he was not looking but he saw the shady guy trying to steal the picture,,,,,,,,,,,,,,,,,,,,
,,,,,He stops and looks at the snapshot photo it shows nothing AAA frowns,,,,,,,,,,,,,,,,,,,,
,,,,,mrbean waits for the picture to get developed,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
